x,y,yaw,goal_number
0.5832140532584162,-2.097951598677355,1.6078142234971604,0
0.9536239658209524,-4.519051491682603,-1.3656834153931312,1
0.3540182724527767,-2.332213051729468,3.047487264205788,2
0.21700822474849701,-0.5753260804335696,-3.0314285916237322,3
0.35303530296914687,-3.877377834132858,-2.911056961604347,4
2.7203891865901824,-4.459301059537211,1.9574541560843006,5
0.5946052034159948,-2.0422557844726725,1.6801242309217588,6
0.940317631839207,-4.526921755292278,-1.3694140090196947,7
0.43320097219748277,-2.2862239647092792,3.123260512398635,8
0.4898085060822268,-0.6122585566045018,-3.108171867528961,9
0.3428265305947207,-3.914351381356937,-2.914676685196092,10
2.747194504192521,-4.431990903816768,1.9518675182143372,11
0.6295186393253971,-2.1175732214751406,1.6800718076485717,12
0.8038461622463728,-4.513032834308433,-1.3164158268768977,13
0.2922229941832484,-2.3997890185282813,2.9647785553684174,14
0.4286284122363213,-0.5939901311458016,-3.1121497382688252,15
0.3450649174828868,-3.8921032979983465,-2.932843057349654,16
2.7254945268859956,-4.444386927628329,1.969046969688158,17
0.6380072673719042,-2.07987902871173,1.6696731473366164,18
0.9634569345462296,-4.480466194114342,-1.42809462359088,19
0.34884221479478583,-2.330034006879032,3.050662481220213,20
0.4508750245277042,-0.5924337164397002,-3.1051214919337835,21
0.3599384678109345,-3.9083100741700036,-2.920494154503765,22
2.733618456176373,-4.435720685343767,1.9498476326321894,23
0.6309992619362674,-2.127269912394695,1.6910527480075441,24
0.8537873145915,-4.505823392075399,-1.3781308899754579,25
0.3452143163085566,-2.3491153043351005,3.042501028498619,26
0.2974935666907186,-0.5765225249651849,-3.0451201524920366,27
0.3549601981849264,-3.886124176154226,-2.924138785769812,28
2.7384409309852344,-4.443767037803809,1.9630138958903003,29
0.6268985632768818,-2.123467384126343,1.682880129259547,30
0.9123691963704914,-4.499815927195414,-1.4321607066333881,31
0.3586400482963654,-2.3473671008396195,3.0505708168808328,32
0.26529183075672336,-0.5575065812763569,-3.0400539284309436,33
0.3308707148171379,-3.9109232751079617,-2.928619758059501,34
2.7069331737911853,-4.437958325697764,1.9577813629777918,35
0.6230625306297952,-2.0662809095983903,1.6785979711558257,36
0.8493789875901712,-4.482749745781803,-1.382365352644695,37
0.3364840424128488,-2.3513472449285473,3.0485192496790416,38
0.3076749665842726,-0.5651723396476882,-3.049970719027669,39
0.35366300629357283,-4.257311159251003,2.939544891683961,40
2.7330090615269,-4.447368498690594,1.9467847547907873,41
0.5707389070812496,-2.0159010242095974,1.6102324170370506,42
0.798970134161209,-4.52445167928272,-1.3159489910100928,43
0.358218189832769,-2.358540929573792,3.0563480688941116,44
0.2535027129633818,-0.5539382453916915,-3.039998052485739,45
0.35156031199494464,-3.8903538490812934,-2.9200933316700146,46
2.724988713962375,-4.430724988895236,1.945468285057109,47
0.6318641783464045,-2.1082954869671084,1.6746968294097389,48
0.9138116768663167,-4.49960243699752,-1.432184809969439,49
0.34952353113931167,-2.34186160651916,3.051243613552028,50
0.24285269892698125,-0.5974444521380065,-3.1300721872120056,51
0.35668094181073684,-3.899274265814711,-2.921070911518087,52
2.7336675025426302,-4.457426709985157,1.9652428261849912,53
0.6017656855210589,-1.9870028908617314,1.6700995891110886,54
0.9551165189095627,-4.479743345347742,-1.380303443547062,55
0.30218536899701576,-2.355252200381983,3.0580741840396968,56
0.2562162970252757,-0.5223213644785574,-2.9496223218126,57
0.35033224852304556,-3.8841803773439096,-2.9267730362133353,58
2.717307775647896,-4.4579627465418525,1.9512642961509676,59
0.6355562756225481,-2.0709950162599853,1.6800993444635253,60
0.8074149057410978,-4.517413374598618,-1.3259736503546904,61
0.34524083353790047,-2.3379428341286257,3.0485382796759133,62
0.3383038033525736,-0.5621306861221456,-3.040541899741252,63
0.3470387523802856,-3.8877107051885105,-2.9257730108187876,64
2.708080382379194,-4.440003836504729,1.9643192160782015,65
0.6369118840693773,-2.0987491723381027,1.6790306512409134,66
0.813704388280712,-4.5172457980615945,-1.3193459664254095,67
0.49146745191410446,-2.2957229316943994,3.1141871771979903,68
0.2960124685741903,-0.5767504762834506,-3.046862428957381,69
